item-name,item-body,int-label,label
CopParserQC.v,asp_id_equality,"(a1 a2 : ASP_ID) : bool := String.eqb a1 a2.

#[local]
Instance decASP_ID (a1 a2 : ASP_ID) : Dec (a1 = a2). 
dec_eq.
(* constructor. unfold ssrbool.decidable. 
generalize dependent a2.
induction a1.
- induction a2.
  * left. reflexivity.
  * right. intro C. inversion C.
- intro. destruct a2.
  * right. intro C. inversion C.
  * destruct (Ascii.eqb a a0) eqn:E.
    ** rewrite Ascii.eqb_eq in E. subst. destruct (IHa1 a2) as [H1 | H2]; subst.
      *** left. reflexivity.
      *** right. intro C. inversion C. congruence.
    ** rewrite Ascii.eqb_neq in E. right. intro C. inversion C. congruence. *)
Defined.

(*** Gen *)
#[local]
Instance genASP_ID : Gen (ASP_ID) :=
{
  arbitrary := genSymbol
}.

(*** Shrink *)
#[local] 
Instance shrinkASP_ID : Shrink (ASP_ID) :=
{
  shrink := shrinkSymbol
}.

(*** Arbitrary *)
#[local]
Instance arbitraryASP_ID : Arbitrary (ASP_ID). Defined.

(******************************************************************)
(** TARG_ID *)
(******************************************************************)

(*** Show TARG_ID *)
#[local]
Instance showTARG_ID : Show (TARG_ID).
constructor. tauto. Defined.

(*** Dec *)",3,Definition
CopParserQC.v,targ_id_equality,"(t1 t2 : TARG_ID) : bool := String.eqb t1 t2.

#[local]
Instance decTARG_ID (t1 t2 : TARG_ID) : Dec (t1 = t2).
dec_eq. Defined.

(*** Gen *)
#[local]
Instance genTARG_ID : Gen (TARG_ID) :=
{ arbitrary := genSymbol }.

(*** Shrink *)
#[local]
Instance shrinkTARG_ID : Shrink (TARG_ID) :=
{ shrink := shrinkSymbol }.

(*** Arbitrary *)
#[local]
Instance arbitraryTARG_ID : Arbitrary (TARG_ID). Defined.

(******************************************************************)
(** Arg *)
(******************************************************************)

(*** Dec *)

#[local]
Instance decArg (a1 a2 : Arg) : Dec (a1 = a2).
dec_eq.
Defined.

(*** Gen (list Arg) *)
(* Forcing this to be nil every time *)",3,Definition
CopParserQC.v,gListArg,": G (list Arg) := ret nil.
#[local]
Instance shrinkListArg : Shrink (list Arg) :=
{
  shrink := (fun x => nil)
}.
#[local]
Instance genListArg : Gen (list Arg) :=
{
  arbitrary := gListArg
}.



(******************************************************************)
(* Split *)
(******************************************************************)

(** We must first address SP *)
#[local]
Instance showSP : Show (SP) :=
{
  show x := match x with ALL => ""+"" | NONE => ""-"" end
}.

(** Dec SP*)
#[local]
Instance decSP (sp1 sp2 : SP) : Dec (sp1 = sp2).
dec_eq. Defined.

Derive Arbitrary for SP.
(* Sample (@arbitrary SP _). *)

(** Show Split *)
#[local]
Instance showSplit : Show (Split) :=
{
  show sp := let (s1,s2) := sp in show s1 ++ "" "" ++ show s2
}.

(** Dec Split *)
#[local]
Instance decSplit (sp1 sp2 : Split) : Dec (sp1 = sp2).
dec_eq. Defined.

(** G Split *)",3,Definition
CopParserQC.v,gSplit,": G Split :=
  s1 <- (@arbitrary SP _) ;;
  s2 <- (@arbitrary SP _) ;;
  ret (s1, s2).

(** Gen Split *)
#[local]
Instance genSplit : Gen Split :=
{
  arbitrary := gSplit
}.

(** Shrink Split *)",3,Definition
CopParserQC.v,shrinkSplit_Aux,"(s : Split) : list (Split) :=
  match s with
  | (NONE, NONE) => []
  | (NONE, ALL) => [(NONE, NONE)]
  | (ALL, NONE) => [(NONE, NONE); (NONE, ALL)]
  | (ALL, ALL) => [(NONE, NONE); (NONE, ALL); (ALL, NONE)]
  end.

(** Arbitrary Split*)
#[local]
Instance arbitrarySplit : Arbitrary (Split). Defined.


(******************************************************************)
(** FWD *)
(******************************************************************)
(*** Show FWD *)
#[local]
Instance showFwd : Show (FWD) :=
{ show x := """" }.
(*** Dec FWD *)
#[local]
Instance decFwd (f1 f2 : FWD) : Dec (f1 = f2).
dec_eq. Defined.
(*** G FWD *)",3,Definition
CopParserQC.v,gFWD,": G (FWD) := ret EXTD.
(*** Gen FWD *)
#[local]
Instance genFWD : Gen (FWD) :=
{ arbitrary := gFWD }.
(*** Shrink FWD *)",3,Definition
CopParserQC.v,shrinkFWD_Aux,"(f : FWD) : list (FWD) :=
  match f with
  | EXTD => []
  | COMP => [EXTD]
  | ENCR => [COMP]
  | KILL => [ENCR]
  | KEEP => [KILL]
  end.
#[local]
Instance shrinkFWD : Shrink (FWD) :=
{ shrink := shrinkFWD_Aux }.
(*** Arbitrary FWD *)
#[local]
Instance arbitraryFWD : Arbitrary (FWD). Defined. 


(******************************************************************)
(** ASPC and ASP_PARAMS *)
(******************************************************************)

(*** Show *)
Open Scope monad_scope.",3,Definition
CopParserQC.v,showASP_PARAMS_Aux,"(aspp : ASP_PARAMS) `{_ : Show ASP_ID} `{_ : Show TARG_ID} `{Show Plc} : string :=
    match aspp with
    | (asp_paramsC a arg p t) =>
        show a ++ "" "" ++ show p ++ "" "" ++ show t
    end.

#[local]
Instance showASP_PARAMS : Show (ASP_PARAMS) :=
    {
        show asp := showASP_PARAMS_Aux asp
    }.

Compute (show (asp_paramsC ""kim"" nil 2 ""ker"")).
(*** Dec *)
#[local]
Instance decASP_PARAMS (a1 a2 : ASP_PARAMS): Dec (a1 = a2).
dec_eq.
Defined.

(*** Gen *)
(* Safe to do here, because we already locked in the rest of the sub-terms arbitraries *)
Derive Arbitrary for ASP_PARAMS.",3,Definition
CopParserQC.v,genASP_PARAMS_Correct,"(a : ASP_PARAMS) : bool :=
  match CopParser.parseASPC (CopParser.tokenize (show a)) map_empty with
  | CopParser.SomeE (m, s, t) => (Nat.leb (List.length t) 0)
  | CopParser.NoneE _ => false
  | CopParser.OutOfFuel => false
  end.

QuickChick genASP_PARAMS_Correct.

(* Sample (@arbitrary ASP_PARAMS _). *)

(******************************************************************)
(** ASP *)
(******************************************************************)

(*** Show *)",3,Definition
CopParserQC.v,showASP_Aux,"(a : ASP) : string :=
    match a with
    | NULL => ""{}""
    | CPY => ""_""
    | ASPC sp fwd params => show params
    | SIG => ""!""
    | HSH => ""#""
    | ENC v => ""ENC""
    end.
    
#[local]
Instance showASP : Show (ASP) :=
{
    show := showASP_Aux
}.

(*** Dec *)

#[local]
Instance decASP (a1 a2 : ASP): Dec (a1 = a2).
constructor. unfold ssrbool.decidable.
destruct a1, a2; try (left; reflexivity); try (right; intro C; inversion C; fail).
pose proof (decASP_PARAMS a a0).
inversion H. inversion dec; subst;
destruct s, s0, f, f0; adec. 
pose proof (decPlc p p0). inversion H; inversion dec; subst; adec.
Defined.

(* TODO: This does not GENERATE ENC! 
but we also do not have a set syntax for ENC to parse...
Once we get that, then we can add this and all tests should work the same
*)
(*** G ASP *)",3,Definition
CopParserQC.v,gASP,": G ASP :=
  oneOf [
    (ret NULL) ; (ret CPY) ; (ret SIG) ; (ret HSH) ;
    (par <- arbitrary ;; ret (ASPC ALL EXTD par))
  ].

(*** Gen ASP *)
#[local]
Instance genASP : Gen (ASP) :=
{ arbitrary := gASP }.

(*** Shrink ASP *)",3,Definition
CopParserQC.v,shrinkASP_Aux,"(a : ASP) : list (ASP) :=
  match a with
  | (ASPC sp fwd par) => map (fun p' => (ASPC sp fwd p')) (shrink par)
  | _ => [] (* If its just a basic ASP we cant shrink *)
  end.

#[local]
Instance shrinkASP : Shrink (ASP) :=
{
  shrink := shrinkASP_Aux
}.

(*** Arbitrary ASP *)
#[local]
Instance arbitraryASP : Arbitrary (ASP). Defined.

(* Sample (@arbitrary ASP _). *)

(*** Testing *)",3,Definition
CopParserQC.v,genASP_Correct,"(a : ASP) : bool :=
  match CopParser.parseASP (CopParser.tokenize (show a)) map_empty with
  | CopParser.SomeE (m, s, t) => (Nat.eqb (List.length t) 0)
  | CopParser.NoneE _ => false
  | CopParser.OutOfFuel => false
  end.

QuickChick genASP_Correct.",3,Definition
CopParserQC.v,genASP_parse_correct,"(a : ASP) : option ASP :=
  match CopParser.parseASP (CopParser.tokenize (show a)) map_empty with
  | CopParser.SomeE (_, (asp a'), _) => Some a'
  | _ => None
  end.

#[local]
Instance decEqOptionAsp : Dec_Eq (option ASP). dec_eq. Defined.

Conjecture genASP_works : forall (a : ASP), (genASP_parse_correct a) = Some a.
QuickChick genASP_works.

(******************************************************************)
(* Term *)
(******************************************************************)
(** Show Term *)",3,Definition
CopParserQC.v,showTerm_Aux,"(t : Term) : string :=
  match t with
  | asp a => show a
  (* This works with just @ or @p *)
  | att p t' => ""@"" ++ show p ++ "" "" ++ showTerm_Aux t' ++ """"
  | lseq t1 t2 => ""(("" ++ showTerm_Aux t1 ++ "") -> ("" ++ showTerm_Aux t2 ++ ""))""
  | bseq (s1,s2) t1 t2 => 
    ""(("" ++ showTerm_Aux t1 ++ "") "" ++ show s1 ++ ""<"" ++ show s2 ++ "" ("" ++ showTerm_Aux t2 ++ ""))""
  | bpar (s1,s2) t1 t2 =>
    ""(("" ++ showTerm_Aux t1 ++ "") "" ++ show s1 ++ ""~"" ++ show s2 ++ "" ("" ++ showTerm_Aux t2 ++ ""))""
  end.

#[local]
Instance showTerm : Show (Term) :=
{
  show := showTerm_Aux
}.


(** Dec Term *)
#[local]
Instance decTerm (t1 t2 : Term) : Dec (t1 = t2).
constructor. unfold ssrbool.decidable.
generalize dependent t2.
induction t1; intros; try (destruct a, a0); try (destruct t2);
adec.
- pose proof (decASP a a0).
  qinv H. qinv dec; adec.
- destruct (Nat.eqb p p0) eqn:plc.
  * (* places equal*)
    rewrite Nat.eqb_eq in *. subst. specialize IHt1 with t2.
    destruct IHt1; subst; adec.
  * rewrite Nat.eqb_neq in *. subst; adec.
- specialize IHt1_1 with t2_1. specialize IHt1_2 with t2_2.
  destruct IHt1_1; destruct IHt1_2; simpl; subst; adec.
- destruct s, s0, s, s1, s0, s2; adec;
  specialize IHt1_1 with t2_1; specialize IHt1_2 with t2_2;
  destruct IHt1_1; destruct IHt1_2; simpl; subst; adec.
- destruct s, s0, s, s1, s0, s2; adec;
  specialize IHt1_1 with t2_1; specialize IHt1_2 with t2_2;
  destruct IHt1_1; destruct IHt1_2; simpl; subst; adec.
Defined.

#[local]
Instance decEqTerm (t1 t2 : Term) : Dec_Eq (Term).
dec_eq. Defined.

(** G Term *)",4,Fixpoint
